rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXS_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,2,24394.28038036006,14394.280380360058,143.94280380360058,8.924440427519013,26,10.317460317460316,65.38461538461539,26,-13513.21986482463,-135.13219864824626,-31.06678013263883,1612.9056490729085
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,3,24394.28038036006,14394.280380360058,143.94280380360058,8.924440427519013,26,10.317460317460316,65.38461538461539,26,-13513.21986482463,-135.13219864824626,-31.06678013263883,1612.9056490729085
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0,3,24345.307624329467,14345.307624329467,143.45307624329467,15.666338719216915,27,10.714285714285714,77.77777777777779,16,-13562.192620855221,-135.62192620855217,-24.324881840940925,915.677101168059
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5 & SOXL_ATRpct_lag1_gt_q40,3,24303.298157748522,14303.298157748522,143.0329815774852,6.520673077638175,21,8.333333333333332,80.95238095238095,26,-13604.202087436166,-136.04202087436164,-33.47054748251966,2193.5309418900138
SOXL_ATRpct_lag1_gt_q60,1,24274.303043624317,14274.303043624317,142.7430304362432,43.21193621077541,100,39.682539682539684,57.99999999999999,17,-13633.197201560371,-136.33197201560364,3.2207156506175707,330.3324103321445
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,2,24274.303043624317,14274.303043624317,142.7430304362432,43.21193621077541,100,39.682539682539684,57.99999999999999,17,-13633.197201560371,-136.33197201560364,3.2207156506175707,330.3324103321445
SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,2,24274.303043624317,14274.303043624317,142.7430304362432,43.21193621077541,100,39.682539682539684,57.99999999999999,17,-13633.197201560371,-136.33197201560364,3.2207156506175707,330.3324103321445
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,24274.303043624317,14274.303043624317,142.7430304362432,43.21193621077541,100,39.682539682539684,57.99999999999999,17,-13633.197201560371,-136.33197201560364,3.2207156506175707,330.3324103321445
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0,3,24204.143179052655,14204.143179052655,142.04143179052653,6.5206730776381745,20,7.936507936507936,80.0,24,-13703.357066132034,-137.0335706613203,-33.47054748251967,2178.324692854787
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40,2,24087.23203369534,14087.232033695342,140.87232033695344,15.66633871921691,29,11.507936507936508,75.86206896551724,18,-13820.268211489347,-138.2026821148934,-24.324881840940932,899.2038462959711
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40,3,24087.23203369534,14087.232033695342,140.87232033695344,15.66633871921691,29,11.507936507936508,75.86206896551724,18,-13820.268211489347,-138.2026821148934,-24.324881840940932,899.2038462959711
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,24087.23203369534,14087.232033695342,140.87232033695344,15.66633871921691,29,11.507936507936508,75.86206896551724,18,-13820.268211489347,-138.2026821148934,-24.324881840940932,899.2038462959711
SOXS_VolZ20_lag1_gt_1.5,1,24042.150052906985,14042.150052906985,140.42150052906982,14.277010245813743,41,16.26984126984127,63.41463414634146,54,-13865.350192277703,-138.65350192277702,-25.7142103143441,983.5497636505778
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5,2,24042.150052906985,14042.150052906985,140.42150052906982,14.277010245813743,41,16.26984126984127,63.41463414634146,54,-13865.350192277703,-138.65350192277702,-25.7142103143441,983.5497636505778
SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5,2,24042.150052906985,14042.150052906985,140.42150052906982,14.277010245813743,41,16.26984126984127,63.41463414634146,54,-13865.350192277703,-138.65350192277702,-25.7142103143441,983.5497636505778
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5,3,24042.150052906985,14042.150052906985,140.42150052906982,14.277010245813743,41,16.26984126984127,63.41463414634146,54,-13865.350192277703,-138.65350192277702,-25.7142103143441,983.5497636505778
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,23894.577583807903,13894.577583807903,138.94577583807904,8.924440427519013,24,9.523809523809524,66.66666666666666,22,-14012.922661376786,-140.1292266137678,-31.06678013263883,1556.9130296352466
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0,3,23877.616813704943,13877.616813704943,138.7761681370494,10.536765959730614,30,11.904761904761903,66.66666666666666,28,-14029.883431479746,-140.29883431479743,-29.454454600427226,1317.0660586694612
SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,2,23782.748155456316,13782.748155456316,137.82748155456318,13.941211757648453,35,13.88888888888889,60.0,26,-14124.752089728372,-141.24752089728366,-26.05000880250939,988.63344127133
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q40,2,23612.182231756677,13612.182231756677,136.12182231756677,22.21668490155295,36,14.285714285714285,72.22222222222221,18,-14295.318013428012,-142.95318013428007,-17.774535658604893,612.7008728833879
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40,3,23612.182231756677,13612.182231756677,136.12182231756677,22.21668490155295,36,14.285714285714285,72.22222222222221,18,-14295.318013428012,-142.95318013428007,-17.774535658604893,612.7008728833879
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,23612.182231756677,13612.182231756677,136.12182231756677,22.21668490155295,36,14.285714285714285,72.22222222222221,18,-14295.318013428012,-142.95318013428007,-17.774535658604893,612.7008728833879
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,23597.649244457032,13597.649244457032,135.97649244457034,13.941211757648464,33,13.095238095238097,60.60606060606061,22,-14309.851000727656,-143.0985100072765,-26.050008802509378,975.35633780163
SOXL_RSI14_lag1_lt_35 & SOXL_MACD_hist_lag1_lt_0,2,23476.416443645063,13476.416443645063,134.7641644364506,8.924440427519013,23,9.126984126984127,82.6086956521739,18,-14431.083801539626,-144.31083801539623,-31.06678013263883,1510.0573030987778
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_MACD_hist_lag1_lt_0,3,23476.416443645063,13476.416443645063,134.7641644364506,8.924440427519013,23,9.126984126984127,82.6086956521739,18,-14431.083801539626,-144.31083801539623,-31.06678013263883,1510.0573030987778
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45 & SOXL_MACD_hist_lag1_lt_0,3,23476.416443645063,13476.416443645063,134.7641644364506,8.924440427519013,23,9.126984126984127,82.6086956521739,18,-14431.083801539626,-144.31083801539623,-31.06678013263883,1510.0573030987778
SOXL_RSI14_lag1_lt_35 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,23476.416443645063,13476.416443645063,134.7641644364506,8.924440427519013,23,9.126984126984127,82.6086956521739,18,-14431.083801539626,-144.31083801539623,-31.06678013263883,1510.0573030987778
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40,3,23300.932475976948,13300.932475976948,133.0093247597695,15.666338719216903,26,10.317460317460316,80.76923076923077,18,-14606.56776920774,-146.06567769207734,-24.32488184094094,849.0134621985122
SOXS_VolZ20_lag1_gt_1.0,1,23125.785798345296,13125.785798345296,131.25785798345296,33.69054890054164,69,27.380952380952383,55.072463768115945,70,-14781.714446839393,-147.81714446839388,-6.300671659616199,389.5984549582175
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0,2,23125.785798345296,13125.785798345296,131.25785798345296,33.69054890054164,69,27.380952380952383,55.072463768115945,70,-14781.714446839393,-147.81714446839388,-6.300671659616199,389.5984549582175
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5,2,22999.52253538799,12999.52253538799,129.9952253538799,9.961719171235744,23,9.126984126984127,78.26086956521739,28,-14907.977709796698,-149.07977709796694,-30.0295013889221,1304.947701489502
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5,3,22999.52253538799,12999.52253538799,129.9952253538799,9.961719171235744,23,9.126984126984127,78.26086956521739,28,-14907.977709796698,-149.07977709796694,-30.0295013889221,1304.947701489502
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5,3,22999.52253538799,12999.52253538799,129.9952253538799,9.961719171235744,23,9.126984126984127,78.26086956521739,28,-14907.977709796698,-149.07977709796694,-30.0295013889221,1304.947701489502
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5,3,22999.52253538799,12999.52253538799,129.9952253538799,9.961719171235744,23,9.126984126984127,78.26086956521739,28,-14907.977709796698,-149.07977709796694,-30.0295013889221,1304.947701489502
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,22949.730761361137,12949.730761361137,129.49730761361135,8.924440427519013,23,9.126984126984127,73.91304347826086,20,-14957.769483823551,-149.5776948382355,-31.06678013263883,1451.041201578299
SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,22807.248666749816,12807.248666749816,128.07248666749817,11.94451264424257,31,12.3015873015873,64.51612903225806,22,-15100.251578434872,-151.00251578434867,-28.04670791591527,1072.2286499418708
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,22787.167355501293,12787.167355501293,127.87167355501295,13.94121175764847,32,12.698412698412698,59.375,20,-15120.332889683395,-151.2033288968339,-26.050008802509375,917.2206532539009
SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,22629.05835096118,12629.058350961179,126.29058350961179,8.924440427519013,24,9.523809523809524,66.66666666666666,22,-15278.44189422351,-152.78441894223505,-31.06678013263883,1415.109266909191
SOXL_VolZ20_lag1_gt_1.0,1,22341.55165321321,12341.55165321321,123.4155165321321,9.961719171235737,35,13.88888888888889,65.71428571428571,38,-15565.948591971479,-155.65948591971474,-30.029501388922107,1238.8977686551525
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0,2,22341.55165321321,12341.55165321321,123.4155165321321,9.961719171235737,35,13.88888888888889,65.71428571428571,38,-15565.948591971479,-155.65948591971474,-30.029501388922107,1238.8977686551525
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,3,22110.60956362276,12110.609563622758,121.10609563622758,8.924440427519013,21,8.333333333333332,71.42857142857143,16,-15796.89068156193,-157.96890681561928,-31.06678013263883,1357.0161246501252
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,3,22110.60956362276,12110.609563622758,121.10609563622758,8.924440427519013,21,8.333333333333332,71.42857142857143,16,-15796.89068156193,-157.96890681561928,-31.06678013263883,1357.0161246501252
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5,2,22092.818684787773,12092.818684787773,120.92818684787771,9.961719171235737,31,12.3015873015873,67.74193548387096,34,-15814.681560396915,-158.14681560396912,-30.029501388922107,1213.9288888714655
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5,3,22092.818684787773,12092.818684787773,120.92818684787771,9.961719171235737,31,12.3015873015873,67.74193548387096,34,-15814.681560396915,-158.14681560396912,-30.029501388922107,1213.9288888714655
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40,3,22005.601104191705,12005.601104191705,120.05601104191706,8.924440427519013,27,10.714285714285714,70.37037037037037,30,-15901.899140992984,-159.01899140992978,-31.06678013263883,1345.249733212601
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40,3,21698.55588514445,11698.555885144451,116.98555885144452,8.924440427519013,22,8.73015873015873,72.72727272727273,22,-16208.944360040237,-162.08944360040232,-31.06678013263883,1310.8447504530702
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0,3,21657.505535272816,11657.505535272816,116.57505535272814,18.562852028205036,25,9.920634920634921,76.0,12,-16249.994709911873,-162.49994709911869,-21.428368531952806,628.0018564798125
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0,3,21657.505535272816,11657.505535272816,116.57505535272814,18.562852028205036,25,9.920634920634921,76.0,12,-16249.994709911873,-162.49994709911869,-21.428368531952806,628.0018564798125
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40,2,21563.0484247726,11563.048424772602,115.630484247726,9.542634077283488,25,9.920634920634921,68.0,22,-16344.451820412087,-163.44451820412084,-30.448586482874354,1211.725015454461
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40,3,21563.0484247726,11563.048424772602,115.630484247726,9.542634077283488,25,9.920634920634921,68.0,22,-16344.451820412087,-163.44451820412084,-30.448586482874354,1211.725015454461
SOXL_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0,2,21516.38701235164,11516.387012351639,115.16387012351639,9.542634077283468,29,11.507936507936508,65.51724137931035,28,-16391.11323283305,-163.91113232833044,-30.448586482874376,1206.8352321888513
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0,3,21516.38701235164,11516.387012351639,115.16387012351639,9.542634077283468,29,11.507936507936508,65.51724137931035,28,-16391.11323283305,-163.91113232833044,-30.448586482874376,1206.8352321888513
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50,2,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q60,2,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q60,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,21427.92233924485,11427.922339244851,114.27922339244851,18.56285202820503,27,10.714285714285714,74.07407407407408,14,-16479.577905939837,-164.79577905939834,-21.428368531952813,615.63397272579
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,21276.840767111175,11276.840767111175,112.76840767111173,8.924440427519013,25,9.920634920634921,68.0,24,-16630.659478073514,-166.3065947807351,-31.06678013263883,1263.5907941453006
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,2,21273.14407069718,11273.14407069718,112.73144070697181,21.9520524262171,40,15.873015873015872,62.5,38,-16634.356174487508,-166.34356174487505,-18.03916813394074,513.5348555032506
SOXL_RSI14_lag1_lt_35,1,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40,2,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45,2,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_Px_lt_EMA20_lag1,2,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45,3,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_Px_lt_EMA20_lag1,3,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1,3,21116.182534948955,11116.182534948955,111.16182534948958,10.05363793218541,25,9.920634920634921,76.0,18,-16791.317710235733,-167.91317710235728,-29.937582627972432,1105.6875739837365
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,2,21081.749341285715,11081.749341285715,110.81749341285713,11.35811933052253,37,14.682539682539684,59.45945945945946,32,-16825.750903898974,-168.25750903898972,-28.63310122963531,975.6676276067878
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0,3,21081.62501247395,11081.625012473949,110.81625012473948,8.924440427519013,20,7.936507936507936,80.0,14,-16825.87523271074,-168.25875232710735,-31.06678013263883,1241.716509004098
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,2,21034.57089170579,11034.57089170579,110.3457089170579,27.035797087884845,41,16.26984126984127,58.536585365853654,32,-16872.9293534789,-168.72929353478895,-12.955423472272997,408.14668255705135
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,21034.57089170579,11034.57089170579,110.3457089170579,27.035797087884845,41,16.26984126984127,58.536585365853654,32,-16872.9293534789,-168.72929353478895,-12.955423472272997,408.14668255705135
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,21034.57089170579,11034.57089170579,110.3457089170579,27.035797087884845,41,16.26984126984127,58.536585365853654,32,-16872.9293534789,-168.72929353478895,-12.955423472272997,408.14668255705135
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0,2,21030.04803403658,11030.04803403658,110.30048034036581,9.961719171235742,34,13.492063492063492,64.70588235294117,42,-16877.45221114811,-168.77452211148102,-30.0295013889221,1107.2434229912458
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0,3,21030.04803403658,11030.04803403658,110.30048034036581,9.961719171235742,34,13.492063492063492,64.70588235294117,42,-16877.45221114811,-168.77452211148102,-30.0295013889221,1107.2434229912458
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q50,2,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q60,2,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q50,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
