rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,3,16509.67396399199,6509.673963991991,65.0967396399199,17.406819753029286,20,7.936507936507936,70.0,12,-21397.826281192698,-213.97826281192692,-22.584400807128556,373.97261856859984
SOXL_RSI14_lag1_lt_40 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,3,16509.67396399199,6509.673963991991,65.0967396399199,17.406819753029286,20,7.936507936507936,70.0,12,-21397.826281192698,-213.97826281192692,-22.584400807128556,373.97261856859984
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,16462.268188965318,6462.268188965318,64.62268188965317,14.200638489427106,20,7.936507936507936,60.0,32,-21445.23205621937,-214.45232056219368,-25.790582070730736,455.0688473463156
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,3,16462.268188965318,6462.268188965318,64.62268188965317,14.200638489427106,20,7.936507936507936,60.0,32,-21445.23205621937,-214.45232056219368,-25.790582070730736,455.0688473463156
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,16462.268188965318,6462.268188965318,64.62268188965317,14.200638489427106,20,7.936507936507936,60.0,32,-21445.23205621937,-214.45232056219368,-25.790582070730736,455.0688473463156
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,3,16462.268188965318,6462.268188965318,64.62268188965317,14.200638489427106,20,7.936507936507936,60.0,32,-21445.23205621937,-214.45232056219368,-25.790582070730736,455.0688473463156
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5,3,16457.032355687254,6457.032355687254,64.57032355687254,15.210740446165508,21,8.333333333333332,66.66666666666666,12,-21450.467889497435,-214.5046788949743,-24.780480113992333,424.5048016262097
SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,2,16445.218265388536,6445.218265388536,64.45218265388534,17.865671892684368,42,16.666666666666664,59.523809523809526,57,-21462.281979796153,-214.62281979796148,-22.125548667473474,360.75991455030146
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,16445.218265388536,6445.218265388536,64.45218265388534,17.865671892684368,42,16.666666666666664,59.523809523809526,57,-21462.281979796153,-214.62281979796148,-22.125548667473474,360.75991455030146
SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,16445.218265388536,6445.218265388536,64.45218265388534,17.865671892684368,42,16.666666666666664,59.523809523809526,57,-21462.281979796153,-214.62281979796148,-22.125548667473474,360.75991455030146
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,16445.218265388536,6445.218265388536,64.45218265388534,17.865671892684368,42,16.666666666666664,59.523809523809526,57,-21462.281979796153,-214.62281979796148,-22.125548667473474,360.75991455030146
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,3,16423.218030213837,6423.218030213837,64.23218030213837,15.353323088951232,23,9.126984126984127,56.52173913043478,38,-21484.28221497085,-214.84282214970847,-24.63789747120661,418.3601161129867
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02,3,16423.218030213837,6423.218030213837,64.23218030213837,15.353323088951232,23,9.126984126984127,56.52173913043478,38,-21484.28221497085,-214.84282214970847,-24.63789747120661,418.3601161129867
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,3,16423.218030213837,6423.218030213837,64.23218030213837,15.353323088951232,23,9.126984126984127,56.52173913043478,38,-21484.28221497085,-214.84282214970847,-24.63789747120661,418.3601161129867
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.02,3,16423.218030213837,6423.218030213837,64.23218030213837,15.353323088951232,23,9.126984126984127,56.52173913043478,38,-21484.28221497085,-214.84282214970847,-24.63789747120661,418.3601161129867
SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,16290.97038592441,6290.970385924409,62.90970385924408,14.200638489427106,25,9.920634920634921,64.0,40,-21616.529859260278,-216.16529859260277,-25.790582070730736,443.0061641670736
SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,16224.621689498985,6224.621689498985,62.24621689498986,14.200638489427106,20,7.936507936507936,65.0,32,-21682.878555685704,-216.82878555685699,-25.790582070730736,438.33393083933817
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03,2,16181.401003063973,6181.401003063973,61.814010030639736,22.635993491201635,32,12.698412698412698,62.5,50,-21726.099242120716,-217.2609924212071,-17.355227068956207,273.0784052163037
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,16181.401003063973,6181.401003063973,61.814010030639736,22.635993491201635,32,12.698412698412698,62.5,50,-21726.099242120716,-217.2609924212071,-17.355227068956207,273.0784052163037
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,16181.401003063973,6181.401003063973,61.814010030639736,22.635993491201635,32,12.698412698412698,62.5,50,-21726.099242120716,-217.2609924212071,-17.355227068956207,273.0784052163037
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,16181.401003063973,6181.401003063973,61.814010030639736,22.635993491201635,32,12.698412698412698,62.5,50,-21726.099242120716,-217.2609924212071,-17.355227068956207,273.0784052163037
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,16181.401003063973,6181.401003063973,61.814010030639736,22.635993491201635,32,12.698412698412698,62.5,50,-21726.099242120716,-217.2609924212071,-17.355227068956207,273.0784052163037
SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,16130.454065804524,6130.454065804524,61.30454065804525,14.200638489427103,27,10.714285714285714,66.66666666666666,36,-21777.046179380166,-217.7704617938016,-25.79058207073074,431.70270621063077
SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,16130.454065804524,6130.454065804524,61.30454065804525,14.200638489427103,27,10.714285714285714,66.66666666666666,36,-21777.046179380166,-217.7704617938016,-25.79058207073074,431.70270621063077
SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,2,16052.992214379228,6052.992214379228,60.52992214379229,18.402469298272752,50,19.841269841269842,56.00000000000001,63,-21854.50803080546,-218.54508030805454,-21.58875126188509,328.92282640283275
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,3,16052.992214379228,6052.992214379228,60.52992214379229,18.402469298272752,50,19.841269841269842,56.00000000000001,63,-21854.50803080546,-218.54508030805454,-21.58875126188509,328.92282640283275
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,16052.992214379228,6052.992214379228,60.52992214379229,18.402469298272752,50,19.841269841269842,56.00000000000001,63,-21854.50803080546,-218.54508030805454,-21.58875126188509,328.92282640283275
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,16037.643474827542,6037.643474827542,60.37643474827543,15.258143185491138,36,14.285714285714285,63.888888888888886,54,-21869.856770357146,-218.69856770357143,-24.733077374666706,395.6997520228212
SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,16025.435934610767,6025.435934610767,60.25435934610768,14.200638489427098,30,11.904761904761903,63.33333333333333,41,-21882.064310573922,-218.82064310573918,-25.790582070730743,424.3073956918858
SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,16025.435934610767,6025.435934610767,60.25435934610768,14.200638489427098,30,11.904761904761903,63.33333333333333,41,-21882.064310573922,-218.82064310573918,-25.790582070730743,424.3073956918858
SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,15995.021691800403,5995.021691800403,59.95021691800402,14.200638489427106,21,8.333333333333332,61.904761904761905,34,-21912.478553384288,-219.12478553384284,-25.790582070730736,422.1656439084704
SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,15995.021691800403,5995.021691800403,59.95021691800402,14.200638489427106,21,8.333333333333332,61.904761904761905,34,-21912.478553384288,-219.12478553384284,-25.790582070730736,422.1656439084704
SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,15995.021691800403,5995.021691800403,59.95021691800402,14.200638489427106,21,8.333333333333332,61.904761904761905,34,-21912.478553384288,-219.12478553384284,-25.790582070730736,422.1656439084704
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03,3,15961.64463948415,5961.64463948415,59.616446394841496,23.686658556551674,28,11.11111111111111,64.28571428571429,46,-21945.85560570054,-219.45855605700535,-16.30456200360617,251.68786999866526
SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,15931.056123538167,5931.0561235381665,59.31056123538168,18.98900164548087,31,12.3015873015873,64.51612903225806,46,-21976.44412164652,-219.76444121646517,-21.002218914676973,312.3416509340121
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02,2,15921.60355572963,5921.603555729631,59.21603555729631,21.830980915103414,40,15.873015873015872,57.49999999999999,60,-21985.896689455058,-219.85896689455052,-18.16023964505443,271.24770887564034
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02,3,15921.60355572963,5921.603555729631,59.21603555729631,21.830980915103414,40,15.873015873015872,57.49999999999999,60,-21985.896689455058,-219.85896689455052,-18.16023964505443,271.24770887564034
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,15921.60355572963,5921.603555729631,59.21603555729631,21.830980915103414,40,15.873015873015872,57.49999999999999,60,-21985.896689455058,-219.85896689455052,-18.16023964505443,271.24770887564034
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,15921.60355572963,5921.603555729631,59.21603555729631,21.830980915103414,40,15.873015873015872,57.49999999999999,60,-21985.896689455058,-219.85896689455052,-18.16023964505443,271.24770887564034
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,15921.60355572963,5921.603555729631,59.21603555729631,21.830980915103414,40,15.873015873015872,57.49999999999999,60,-21985.896689455058,-219.85896689455052,-18.16023964505443,271.24770887564034
SOXL_RSI14_lag1_lt_45 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,15900.346662127515,5900.346662127515,59.00346662127516,14.200638489427106,20,7.936507936507936,70.0,32,-22007.153583057174,-220.0715358305717,-25.790582070730736,415.49868807100034
SOXL_RSI14_lag1_lt_45 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,15893.774865464316,5893.7748654643165,58.937748654643165,14.200638489427106,22,8.73015873015873,68.18181818181817,34,-22013.725379720374,-220.13725379720367,-25.790582070730736,415.03590629762505
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01,3,15684.53622338817,5684.53622338817,56.8453622338817,14.924948367609245,23,9.126984126984127,69.56521739130434,34,-22222.96402179652,-222.22964021796514,-25.066272192548595,380.8747664229775
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.01,3,15684.53622338817,5684.53622338817,56.8453622338817,14.924948367609245,23,9.126984126984127,69.56521739130434,34,-22222.96402179652,-222.22964021796514,-25.066272192548595,380.8747664229775
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03,3,15544.087464148748,5544.087464148748,55.44087464148748,15.353323088951232,23,9.126984126984127,56.52173913043478,40,-22363.412781035942,-223.63412781035936,-24.63789747120661,361.1001626181149
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,15536.108011656257,5536.108011656257,55.361080116562576,26.307706970521938,27,10.714285714285714,62.96296296296296,42,-22371.39223352843,-223.71392233528428,-13.683513589635904,210.43673695542998
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,15529.779755851107,5529.7797558511065,55.29779755851108,15.34594885230092,33,13.095238095238097,63.63636363636363,48,-22377.72048933358,-223.77720489333575,-24.64527170785692,360.3413388818893
SOXL_RSI14_lag1_lt_40 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,15514.334419488576,5514.334419488576,55.143344194885756,14.200638489427106,22,8.73015873015873,72.72727272727273,30,-22393.165825696113,-223.9316582569611,-25.790582070730736,388.3159495676338
SOXL_RSI14_lag1_lt_40 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,15514.334419488576,5514.334419488576,55.143344194885756,14.200638489427106,22,8.73015873015873,72.72727272727273,30,-22393.165825696113,-223.9316582569611,-25.790582070730736,388.3159495676338
SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,15505.670599261146,5505.670599261146,55.056705992611455,14.200638489427098,33,13.095238095238097,60.60606060606061,41,-22401.829645923543,-224.0182964592354,-25.790582070730743,387.70584881520097
SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,15505.670599261146,5505.670599261146,55.056705992611455,14.200638489427098,33,13.095238095238097,60.60606060606061,41,-22401.829645923543,-224.0182964592354,-25.790582070730743,387.70584881520097
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXL_ret1_lag1_lt_-0.01,3,15482.234669586936,5482.234669586936,54.82234669586936,8.92444042751901,20,7.936507936507936,75.0,28,-22425.265575597754,-224.2526557559775,-31.066780132638833,614.2944999310165
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXS_ret1_lag1_gt_0.01,3,15482.234669586936,5482.234669586936,54.82234669586936,8.92444042751901,20,7.936507936507936,75.0,28,-22425.265575597754,-224.2526557559775,-31.066780132638833,614.2944999310165
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02,3,15348.773725686853,5348.773725686853,53.48773725686853,17.89753818971162,31,12.3015873015873,54.83870967741935,48,-22558.726519497835,-225.58726519497833,-22.09368237044622,298.85527657438325
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.02,3,15348.773725686853,5348.773725686853,53.48773725686853,17.89753818971162,31,12.3015873015873,54.83870967741935,48,-22558.726519497835,-225.58726519497833,-22.09368237044622,298.85527657438325
SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,15217.420392536946,5217.420392536946,52.17420392536947,14.200638489427106,20,7.936507936507936,55.00000000000001,32,-22690.079852647745,-226.9007985264774,-25.790582070730736,367.4074511805582
SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.01,2,15206.230554913598,5206.230554913598,52.06230554913598,26.135310472659874,62,24.6031746031746,54.83870967741935,83,-22701.26969027109,-227.01269690271087,-13.855910087497968,199.20293506211956
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,15206.230554913598,5206.230554913598,52.06230554913598,26.135310472659874,62,24.6031746031746,54.83870967741935,83,-22701.26969027109,-227.01269690271087,-13.855910087497968,199.20293506211956
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,15204.673998669945,5204.673998669945,52.04673998669944,26.307706970521938,29,11.507936507936508,62.06896551724138,46,-22702.82624651474,-227.0282624651474,-13.683513589635904,197.83837506255625
SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.02,2,15189.044932489,5189.044932489,51.89044932489,23.80202285290768,43,17.063492063492063,55.81395348837209,64,-22718.45531269569,-227.18455312695684,-16.189197707250162,218.00856862277573
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.02,3,15189.044932489,5189.044932489,51.89044932489,23.80202285290768,43,17.063492063492063,55.81395348837209,64,-22718.45531269569,-227.18455312695684,-16.189197707250162,218.00856862277573
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,15189.044932489,5189.044932489,51.89044932489,23.80202285290768,43,17.063492063492063,55.81395348837209,64,-22718.45531269569,-227.18455312695684,-16.189197707250162,218.00856862277573
SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,15189.044932489,5189.044932489,51.89044932489,23.80202285290768,43,17.063492063492063,55.81395348837209,64,-22718.45531269569,-227.18455312695684,-16.189197707250162,218.00856862277573
SOXS_RSI14_lag1_gt_55 & SOXL_ret1_lag1_lt_-0.01,2,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXS_RSI14_lag1_gt_55 & SOXS_ret1_lag1_gt_0.01,2,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXL_ret1_lag1_lt_-0.01,3,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXS_ret1_lag1_gt_0.01,3,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXS_RSI14_lag1_gt_55 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXS_RSI14_lag1_gt_55 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXS_RSI14_lag1_gt_55 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,15182.376550348092,5182.376550348092,51.823765503480914,8.924440427519002,21,8.333333333333332,71.42857142857143,28,-22725.1236948366,-227.25123694836594,-31.06678013263884,580.6948449527378
SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,15142.133648785044,5142.133648785044,51.42133648785043,17.021058553822797,27,10.714285714285714,62.96296296296296,44,-22765.366596399646,-227.65366596399642,-22.970162006335045,302.10422180999785
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,2,15108.037963788456,5108.037963788456,51.08037963788456,17.865671892684368,43,17.063492063492063,58.139534883720934,59,-22799.462281396234,-227.99462281396228,-22.125548667473474,285.91356622193956
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,15108.037963788456,5108.037963788456,51.08037963788456,17.865671892684368,43,17.063492063492063,58.139534883720934,59,-22799.462281396234,-227.99462281396228,-22.125548667473474,285.91356622193956
SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,15108.037963788456,5108.037963788456,51.08037963788456,17.865671892684368,43,17.063492063492063,58.139534883720934,59,-22799.462281396234,-227.99462281396228,-22.125548667473474,285.91356622193956
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.02,2,15035.997466640338,5035.997466640338,50.35997466640338,17.021058553822773,23,9.126984126984127,65.21739130434783,36,-22871.502778544353,-228.71502778544345,-22.97016200633507,295.86864123144085
SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,15035.997466640338,5035.997466640338,50.35997466640338,17.021058553822773,23,9.126984126984127,65.21739130434783,36,-22871.502778544353,-228.71502778544345,-22.97016200633507,295.86864123144085
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,15035.997466640338,5035.997466640338,50.35997466640338,17.021058553822773,23,9.126984126984127,65.21739130434783,36,-22871.502778544353,-228.71502778544345,-22.97016200633507,295.86864123144085
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,15035.997466640338,5035.997466640338,50.35997466640338,17.021058553822773,23,9.126984126984127,65.21739130434783,36,-22871.502778544353,-228.71502778544345,-22.97016200633507,295.86864123144085
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,15035.997466640338,5035.997466640338,50.35997466640338,17.021058553822773,23,9.126984126984127,65.21739130434783,36,-22871.502778544353,-228.71502778544345,-22.97016200633507,295.86864123144085
SOXL_RSI14_lag1_lt_45 & SOXS_ret1_lag1_gt_0.02,2,15029.78291546866,5029.782915468661,50.29782915468661,17.683038684578285,25,9.920634920634921,64.0,38,-22877.717329716026,-228.77717329716023,-22.308181875579557,284.4410966456365
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,15029.78291546866,5029.782915468661,50.29782915468661,17.683038684578285,25,9.920634920634921,64.0,38,-22877.717329716026,-228.77717329716023,-22.308181875579557,284.4410966456365
SOXL_RSI14_lag1_lt_45 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,15029.78291546866,5029.782915468661,50.29782915468661,17.683038684578285,25,9.920634920634921,64.0,38,-22877.717329716026,-228.77717329716023,-22.308181875579557,284.4410966456365
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03,3,15010.212193797575,5010.212193797575,50.10212193797577,15.353323088951232,22,8.73015873015873,54.54545454545454,38,-22897.288051387113,-228.97288051387108,-24.63789747120661,326.32754256328343
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03,2,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03,3,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,15002.689212809126,5002.689212809126,50.02689212809126,19.408656488011765,38,15.079365079365079,57.89473684210527,62,-22904.81103237556,-229.04811032375557,-20.582564072146077,257.7555646831691
SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,14965.602229271064,4965.602229271064,49.656022292710645,17.021058553822797,27,10.714285714285714,62.96296296296296,42,-22941.898015913626,-229.4189801591362,-22.970162006335045,291.73286805689463
SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,14965.602229271064,4965.602229271064,49.656022292710645,17.021058553822797,27,10.714285714285714,62.96296296296296,42,-22941.898015913626,-229.4189801591362,-22.970162006335045,291.73286805689463
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.01,2,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_RSI14_lag1_lt_40 & SOXS_ret1_lag1_gt_0.01,2,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
